문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
애초에 박사방 n번방 한남 니들이 원인제공 한거야 역겨운 민족 끼리끼리 잘논다 달게받어라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미국이민간거 신의 한수였노 군대개꿀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0,unsmile_train
저나라 법도 미친거아니냐 살인미수인데 꼴랑 900? 무슨 대국판결인줄ㅉㅉ,0,0,0,0,0,0,0,0,1,0,unsmile_train
지금도 헬인데 저새끼들 창궐하면 그냥 아수라장임,0,0,0,0,0,0,0,0,1,0,unsmile_train
저건 저 아주매미가 잘못처신한거ㅋㅋ애초에 게이충들한테 평판 높여서 입소문타면게이새끼들 다 저기서 결혼하면 떼돈벌텐데 굴러들어온 기회 차버림ㅋㅋ,0,0,1,0,0,0,0,0,0,0,unsmile_train
돌아가라 씨발 할망구년아ㅋㅋ 표정부터 말하는거부터 안 좆같은게없네 배은망덕한 씨발년ㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
자기 나라 개좆같다고 도망나와서는 자기 나라 개좆같은 꼴 똑같이 만들자고 시위하는 씹병신새끼들,0,0,0,0,0,0,0,0,1,0,unsmile_train
서방국가에서 한걸 안 따라하면 미개하다? 정말 미개한 사고방식이군요.,0,0,0,0,0,0,0,0,1,0,unsmile_train
가세연은 김용호와 김세의는 잔머리 안굴리는데 강용석은 생각이 많은것 같음. 전라도는 어떤 위치의 어떤 사람이던 안믿는다,0,0,0,0,0,1,0,0,0,0,unsmile_train
변태축제 맞아..모두가 동성애자 같지??거의 쾌락만 좇는 양성애자야..좌파들이 인정하고 감싸는 놈들은 왜 다 이 모양이야??,0,0,1,0,0,0,0,0,0,0,unsmile_train
아니 도대체 저딴놈들을 왜 못잡음?,0,0,0,0,0,0,0,0,1,0,unsmile_train
개월급힘조!!,0,0,0,0,0,0,0,0,0,1,unsmile_train
근데 얜 뭔 영향력이 있길래 입터는거임 ?,0,0,0,0,0,0,0,0,1,0,unsmile_train
"기독교는 원래 보수파가 우세였어 기독교마인드가 똥꼬충 박멸, 북괴 멸공 등 우파랑 맞는부분이 많았거든실제로 최순실 게이트때 교회가면 대부분의 목사들이 옹호발언 했었고태극기집회 인원 절반이상이 기독교단체에서 나온거임",0,0,1,0,0,0,1,0,0,0,unsmile_train
80~90년대 복무한 남자들이 보면 상남자 기질이 있음.,0,1,0,0,0,0,0,0,0,0,unsmile_train
괜히 블랙넛이 극딜넣은게 아니지,0,0,0,0,0,0,0,0,0,1,unsmile_train
댓글을 보니 역시 페미는 정신병이라는게 더 확실히 입증이됐네요,1,0,0,0,0,0,0,0,0,0,unsmile_train
쟤네는 그냥 인육용이 답대가리도 커서 머리고기살 많이 나올듯,0,0,0,0,0,0,0,0,1,0,unsmile_train
어딜가나 민주 자만 붙으면홍어씹구녕에서 태어난 좌발이 되는건가 저기서도 씹지랄하는 미친년새끼들존나많네아니씨발남의 나라에 쳐 기어들어갈려면 정식 절차를 통해서 권리를 얻어야 하는거지 지 꼴리는대로 불법체류하는새끼들을 봐주면 그게 씨발 나라냐진짜 애미뒤졌네,0,0,0,1,0,1,0,1,0,0,unsmile_train
애비뒤진 비례대표제를 없애라고 씨발 글고 저 똥남아 토인년 또 나오면 전라도 찍어준다진짜 한번 좆되바라,0,0,0,1,0,0,0,0,0,0,unsmile_train
왜구들 기생 일자리까지 걱정해주는거냐? 대단하다 머투인지 미투인지....@,0,0,0,1,0,0,0,0,0,0,unsmile_train
남자 멀쩡하게 생겼던데 왜.....?,0,0,0,0,0,0,0,0,0,1,unsmile_train
미쳤다 ..사이비 기독교 왜래마나,0,0,0,0,0,0,1,0,0,0,unsmile_train
틀딱이랑 잼민이랑 별차이 없음,0,0,0,0,1,0,0,0,0,0,unsmile_train
ㄹㅇ 미쳤다 자지새끼들 다 뒤져야함 띵문 ㅇㅊ,0,1,0,0,0,0,0,0,0,0,unsmile_train
서울시에 저런 올바른 공무원도 있네.동성연애자들이 무슨 성역인듯 반대하면 무조건 인권침해라는 프레임을 덮어씌우는데 공무원도 자기의사를 표현할 권리가 있다. 왜동성연애자만 표현의 자유가 있고 반대하는 사람은 표현의 자유가 없나? 나도 싫다고 표현할 자유가 있다,0,0,1,0,0,0,0,0,0,0,unsmile_train
갱뱅당할때 무슨생각했을까,0,0,0,0,0,0,0,0,0,1,unsmile_train
보지들 씨부리는 거 노관심이다손석희 운지하는거 보고싶은거지한남이 호구새끼지 는 씨발 넌 태생이 보빨 마인드노?,1,0,0,0,0,0,0,0,0,0,unsmile_train
꼬북칩 챙겼냐?,0,0,0,0,0,0,0,0,0,1,unsmile_train
이제 누가 여기다가 댓글로 '그래서 끓여보았습니다.'라고 인증샷과 함께 올리면 재밌겠다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
병싱 개슬럼 칭구 자랑하고 자빠졌네 미개한 똥남아 개슬람을 ㅋ,0,0,0,1,0,0,1,0,0,0,unsmile_train
본인도 턱 깎아놓고 남편탓 하는건 좀 아니지 않냐?,0,0,0,0,0,0,0,0,1,0,unsmile_train
3년만난 전남친 성매매 걸려서 어제 헤어졌는데 가만히 누워서 숨만쉬는데도 죽을듯 너무 괴롭네요..,0,0,0,0,0,0,0,0,0,1,unsmile_train
여름에 동묘 가면 쉰내 때문에 숨쉬기가 어려움,0,0,0,0,1,0,0,0,0,0,unsmile_train
김치빻와꾸를 빠는거 자체가 노이해 맨날 내가수 이지랄낫노,0,0,0,0,0,0,0,0,1,0,unsmile_train
가까운 정신과에서 상담부터,0,0,0,0,0,0,0,0,1,0,unsmile_train
선물은 딜도,0,0,0,0,0,0,0,0,0,1,unsmile_train
저책상 나도잇는데,0,0,0,0,0,0,0,0,0,1,unsmile_train
극혐주의병신아,0,0,0,0,0,0,0,0,1,0,unsmile_train
홧팅이다 재네들이 있어야 무슬림 지랄떠는걸 막을 수 있다,0,0,0,0,0,0,1,0,0,0,unsmile_train
흑인보다 더 열등해 보이네 저것들은 노예로 안 쓴게 아니라 못 쓴거다,0,0,0,1,0,0,0,0,0,0,unsmile_train
후팔 진짜 다 재기안하고 왜사는지 모르겠노 자지새끼들 후딱 앱이랑 손잡고 재기해라,0,1,0,0,0,0,0,0,0,0,unsmile_train
진짜개념없다 예수님 하느님은 무슨 교인들 참석해서 돈벌라는수작이지 헌금받고 이것저것내야 돈버니까 정말신앙좋은 사람욕되게 하는짓거리다~~~,0,0,0,0,0,0,1,0,0,0,unsmile_train
동성애는 치료받아야하는 정신병이다!,0,0,1,0,0,0,0,0,0,0,unsmile_train
기름만 안나왔어도 종교에미친 동남아급 씹 거렁뱅이 새끼들인데,0,0,0,1,0,0,0,0,0,0,unsmile_train
ㅇㄱㄹㅇ 띵문,0,0,0,0,0,0,0,0,0,1,unsmile_train
이제 제주난민 경기도온다며?ㅋㅋㅋ,0,0,0,0,0,1,0,0,0,0,unsmile_train
그래 이혼당하고 파토내고 분위기 싸하게 만들어라 아싸들아,0,0,0,0,0,0,0,0,1,0,unsmile_train
근데 왜 이런 기사들엔 공감도 순을 왤케 막아두는거냐 대체 뭐라고 개소리하는지도 궁금한데,0,0,0,0,0,0,0,0,1,0,unsmile_train
카다피만 안조졌으면 이사단 안났을듯,0,0,0,0,0,0,0,0,1,0,unsmile_train
체포영장도 찟는거보니 아무떄나 똥싸고 도주할놈같아보이더라,0,0,0,0,0,0,0,0,1,0,unsmile_train
저거 차면 후천성 토착 왜구 되는거냐,0,0,0,1,0,0,0,0,0,0,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 존내 통쾌하노 ㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
애아빠도 찾아서 같이 처벌해라. 이러면서 낙태금지냐!!,0,0,0,0,0,0,0,0,1,0,unsmile_train
저 새끼들 싹다 전라도 순혈인데 생긴 관상 봐라... 싹다 중국 아니면 동남아 새끼들처럼 생겼잖아...저것들 DNA 자체가 중국에서 온 종자들이라니깐..,0,0,0,1,0,0,0,0,0,0,unsmile_train
차별금지법 강력 반대!!,0,0,0,0,0,0,0,1,0,0,unsmile_train
하긴 니네중량이있는데 어린애들한태 지겠냐..왠만한성인남성도 니네체중이면 원펀치쓰리강냉인데.웜들웜들하노,1,0,0,0,0,0,0,0,0,0,unsmile_train
틀딱들 특징자기들 논리에 안맞으면 상대가 고향이 중국으로 바뀜 ㄹㅇ,0,0,0,0,1,0,0,0,0,0,unsmile_train
다문화이기 때문에 점점 저런일은 계속 벌어질것임. 외국인의 모습이라고 한국인 아니란법없고 한국인같이 생겼다고 한국국적이란 보장이 없음.,0,0,0,1,0,0,0,0,0,0,unsmile_train
"군대를 무력화,군 기강을 무너뜨리려는 자들... 열린사고? 상식과 도덕,절대적 윤리를 무너뜨리는것이 열린사고인가!! 이런 기사써서 국민들 의식을 바꾸려하는 프레임!! 조작하지말자!!!!",0,0,0,0,0,0,0,0,0,1,unsmile_train
탈코르셋 운동하는 82kg 언냐들 때문에 애꿎은 숏컷만 의심받네 페미 탈출은 능지순 근데 페미가 숏컷하면 남자인지 구별 불가능,1,0,0,0,0,0,0,0,0,0,unsmile_train
우리도 인위전처럼 복음의 나무를 심어야 겠습니다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
당연히 한국이지. 외노자 씹새끼들은 아가리 싸물고 얌전히 돈 받고 조용히 나가야 돼,0,0,0,1,0,0,0,0,0,0,unsmile_train
그 불쌍하다가 진짜 불쌍하다는 의미겠냐 재앙이까려고 그러는거지,0,0,0,0,0,0,0,0,1,0,unsmile_train
ㅇㅇ 진심 똥꼬충들 좀 버려라 후팔좆팔,0,0,1,0,0,0,0,0,0,0,unsmile_train
근데 왜 자지는 글만봐도 자지인 티가 나노??ㅋㅋ 좆병신같노ㅋㅋ,0,1,0,0,0,0,0,0,0,0,unsmile_train
내가 분노가 치민다. 내 세금으로 군에서 제대로 복무안하고 성전환수술하고 계속 복무하겠다고 땡깡쓰던게,0,0,1,0,0,0,0,0,0,0,unsmile_train
게이들은 항문 섹스 중독자일 뿐이다.,0,0,1,0,0,0,0,0,0,0,unsmile_train
지발로 기어 들어가놓곤 자지놈이 지랄하노,0,1,0,0,0,0,0,0,0,0,unsmile_train
만덕산 토굴가서 잠이나 자세요,0,0,0,0,0,0,0,0,0,1,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팝콘처먹을수도있지 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ 제일 재밌는 3대 구경중에 하나가 싸움인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
쓰까 젠더무새 젠신병자들 싹다모아서 원자폭탄 후장에 꼽고 재기시켜야되는 쀼젤이노 저것들 모여서 젠더 못잃어 하는 꼴 보면 어이가 마포가뿟노,0,0,1,0,0,0,0,1,0,0,unsmile_train
화나고 슬플때 울지 않노ㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
대부분 뭐 머리 만지는게 머 잘보이고 싶어서 그런다 이 지랄하지만 저렇게 겨드랑이 보일정도로 머리를 만지는게 진짜임저렇게 머리 만지면서 체스트업 해서 가슴 앞으로 내밀면서 표정도 바뀜,0,0,0,0,0,0,0,0,0,1,unsmile_train
워마드=여초=페미=정신병 이 공식을 잊지마라 판도 결국 워마드다,1,0,0,0,0,0,0,0,0,0,unsmile_train
국민 여러분 강간은 목사들이나 하는 더러운 짓거립니다 하면 안됩니다,0,0,0,0,0,0,1,0,0,0,unsmile_train
북한사람치곤 참괜찮네 ㅋㅋㅋ 근데 시발 동네가 무슨 전라도 섬마을이냐 애새키들 민도 ㄷㄷ해,0,0,0,1,0,1,0,0,0,0,unsmile_train
홍어구별법 눈만 보면 끝 홍어 눈 보면 소름 돋는다,0,0,0,0,0,1,0,0,0,0,unsmile_train
탈북자새끼들 왜이렇게 티비와 나와 지랄하냐 존나 꼴보기 싫은데 씨발새끼들,0,0,0,1,0,0,0,0,0,0,unsmile_train
Is 반대하는 시위하거나 아가리 파이팅도 안하고 있으면서 우린 달라요 라고 맨날 개독이 일부에요 일부 하는개소리랑 뭐가다름,0,0,0,0,0,0,1,0,0,0,unsmile_train
개씨발추천갑툭튀해서 뭔가했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
개슬람 새끼들 존나 꽉막히고 깝깝해서 분란만 일으키는 새끼들삼일한 빼고는 배울거 하나 없는 새끼들,1,0,0,1,0,0,1,0,0,0,unsmile_train
그놈의 꾸밈노동...꾸며서 이쁘고 지맘에 들었으면 저런소리 안함ㅋㅋ 선천적으로 면상이 자유분방한건 어쩔수없지만 돼지같이 살면서 이쁜애들을 폄훼하는건 차별 아닌가?,1,0,0,0,0,0,0,0,0,0,unsmile_train
예배하는 방법은 다양하다.수도원에서 고요히 묵상하는 곳도 있고 흑인들처럼 저렇게 예배하는 곳도 있고하나님은 다 기쁘게 받으신다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
차이나타운 확진자 알고 싶노ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0,unsmile_train
틀딱특징 : 등산복에 조끼 빨간모자 손자 군복뺐어입음 똥을 먹었는지 몸에 쉰내 오짐,0,0,0,0,1,0,0,0,0,0,unsmile_train
흑성님들 딱밤 한대로 재기시키기 가능할듯 워낙에 한남충들이 피지컬 개 빻아서ㅋㅋ,0,1,0,1,0,0,0,0,0,0,unsmile_train
경신 씨팔 급식비랑 보충수업교재들 생각만해도 승질나네 여기까지만 얘기해야지,0,0,0,0,0,0,0,0,1,0,unsmile_train
마 공짜로 홍보해주고 고맙노ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
한국사람이기 싫으면 뒤지면 돼지 씨발새끼들이 계속 징징대네 나는 한국인인게 행복하다,0,0,0,0,0,0,0,0,1,0,unsmile_train
연말에 실적올릴려고 여기저기 찔러보는 영업충같네,0,0,0,0,0,0,0,1,0,0,unsmile_train
6만명 신상공개 적극 찬성한다,0,0,0,0,0,0,0,0,0,1,unsmile_train
일루미나티 어젠다 아니냐 극도사회분열 출산율 저하 어떻게해서든 인구감축 시킬려고하는 정책이다 아직도 일종의 음모론으로 치부한다면 그새기는 빡대가리지,0,0,0,0,0,0,0,0,1,0,unsmile_train
성인광고 규제가 없는게 말이되노? 저놈들 다 벌금 때려박을수 있는 방법 있으면 앙망,0,0,0,0,0,0,0,0,1,0,unsmile_train
그들도 사람이다 오죽하면 전환했겠냐 편견은 버리자,0,0,0,0,0,0,0,0,0,1,unsmile_train
코로나시대 개신교에 대한 정부억압에 비판만 하기보다 먼저 객관적 자료를 통한 자성과 미래전략을 세우려는 자세가 매우 희망적으로 느껴집니다.,0,0,0,0,0,0,0,0,0,1,unsmile_train
난 태국이 젤 편하드라 태국어 1도 못하는데,0,0,0,0,0,0,0,0,0,1,unsmile_train
건설 노조 홍어들 때린건 잘했네,0,0,0,0,0,1,0,0,0,0,unsmile_train
저 씨발 좆쓰레기 똥남아년은 뱃지하나 달더니자국민을 가르치려드네..,0,0,0,1,0,0,0,0,0,0,unsmile_train
깔깔깔 웃챙이노 ㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
누가 그런식으로 콕찝어서 말하냐?업종을 얘기하지,0,0,0,0,0,0,0,0,0,1,unsmile_train
냅둬 나중에 개슬람새끼들이랑 저새끼들 학살하고 다니면 되지 뭐,0,0,0,0,0,0,1,0,0,0,unsmile_train
다인종은 그렇다 치더라도 다문화는 나라를 좀 먹을 뿐이다,0,0,0,1,0,0,0,0,0,0,unsmile_train
우선 요즘 보지들 눈 개높다,1,0,0,0,0,0,0,0,0,0,unsmile_train
저런조사는 대체 어디서하는거냐 ? 전라도에만 물어보는거냐 ?,0,0,0,0,0,1,0,0,0,0,unsmile_train
남자들은 예전과 같은데 진선미 개씹창년 당선된거보면 이나라 여성들이 그냥 보지달린 아메바임,1,0,0,0,0,0,0,0,0,0,unsmile_train
외노자는 한국와서 돈도 벌고 여고생 강간해서 애낳으면 특별체류하고 팔자한번 좋네,0,0,0,1,0,0,0,0,0,0,unsmile_train
시발...?,0,0,0,0,0,0,0,0,1,0,unsmile_train
역시 트젠남은 몸도 정신도 남자라 미개하노,0,1,1,0,0,0,0,0,0,0,unsmile_train
"문제는 그렇게 주입시키는 목사등, 소위 교회 지도층들이지요 ㅡ 종교를 빙자해 저들의 사익만을 추구하면서 그 수단ㆍ방법을, 믿지않는 타인ㆍ타종교ㆍ약한 소수자에 대한 증오와 차별로 키워가는 천하의 망종, 쓰레기들 !",0,0,0,0,0,0,1,0,0,0,unsmile_train
ㅋㅋㅋㅋㅋ 한남들은 거울신경이 퇴화되었노,0,1,0,0,0,0,0,0,0,0,unsmile_train
삼류소설을 많이 읽은 변태놈같다 뇌가 썩었는데 교수는 무슨~,0,0,0,0,0,0,0,0,1,0,unsmile_train
월배아이파크네 ㅋㅋㅋ 아이파크 도색을 왜 저렇게했대,0,0,0,0,0,0,0,0,0,1,unsmile_train
짱깨랑 홍어새끼들이 찰스가 무섭긴한가보네? 저건똥꼬충 가위충들 일반인들과 분리하겠단 얘기라고 기사에도 나와있는데 찰스 양념질 작업하네 ㅎㅎㅎ,0,0,0,1,0,1,0,0,0,0,unsmile_train
관잦 발작하는거 보니까 띵문이노ㅋㅋㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0,unsmile_train
평등법 차별금지법 통과되면 동성애 에이즈 창궐 이슬람 무슬림 창궐 조선족 중국인 창궐합니다,0,0,1,1,0,0,1,1,0,0,unsmile_train
예수팔이 다단계사업이 교회입니다. 저것들 분명 일부러 갔을거야. 물타기하러,0,0,0,0,0,0,1,0,0,0,unsmile_train
ㄹㅇ ㅆㅇㅈ 미국이민갓으면 한국과의 인연끊어야지 ㅉㅉ,0,0,0,0,0,0,0,0,1,0,unsmile_train
"특히 천주교는 교리나 신념도 없음물탓다 소주탓다 그럼대표적인 망테크는 사제단? 북한이 제일 먼저 손 뻐친게 천주교임그다음이 운동권, 교권쪽임좌빨 베이스타운임",0,0,0,0,0,0,1,0,0,0,unsmile_train
근데 모델 보고 그린 작품을 올려서 조롱하면 그건 어떻게되냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
개색히가 진짜.. 무기징역은 무슨...저딴건 사형도 모자란데,0,0,0,0,0,0,0,0,1,0,unsmile_train
씨발 뒤졌을대 기다리기 싫노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
중국년들 안씻는다 ㄹㅇ,0,0,0,1,0,0,0,0,0,0,unsmile_train
진짜 조선족못들어오게좀했으면좋겠다시발,0,0,0,1,0,0,0,0,0,0,unsmile_train
앚노. 쟤네는 억울한척 정의9현하는 척하지만 결국 이기려고 하는거노ㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
ㄹㅇ절대안함,0,0,0,0,0,0,0,0,0,1,unsmile_train
"느그 나라도 백신 맞으면 추첨해서 로또 주고그러냐? 북미에서 화이자,모더나 남아도는데접종율이 생각보다 저조해서 백신 맞으면접종자 중에서 1백만 달러 몇 명 추첨해서 준다",0,0,0,0,0,0,0,0,0,1,unsmile_train
이유없이 차별? 씨발새끼들아 나는 초반에 중국 동포라며 오히려 더 잘해줬다...요즘은 조선족만 보면 씨발 새끼들 무슨 생각으로 살까? 이런 기분이다.,0,0,0,1,0,0,0,0,0,0,unsmile_train
마지막줄 설득력 지렸다,0,0,0,0,0,0,0,0,0,1,unsmile_train
니가 잡는순간에도니 아구창이 가만히 있을꺼 같노?,0,0,0,0,0,0,0,0,1,0,unsmile_train
경인선 가자 말한 사람은 세상에는 거짓말 하는사랑 있다는겋 알 것이고 어째 거짓말 하는지 그마음도 알겠지,0,0,0,0,0,0,0,0,0,1,unsmile_train
제발 그 신념 잃지 마시고 힘내시길!,0,0,0,0,0,0,0,0,0,1,unsmile_train
걍 통일 안하고 병신 탈북자새끼들 처리하도록 아오지탄광 상시가동하면 좋겠다,0,0,0,1,0,0,0,0,0,0,unsmile_train
"편돌이,노가다,폰팔이 3대 저장소 ㅋ",0,0,0,0,0,0,0,1,0,0,unsmile_train
목사님들 주님향한봉사 좀해주셔요,0,0,0,0,0,0,0,0,0,1,unsmile_train
근데 종교계가 왜 법을 만들겠다고 나대나요? 솔직히 개신교가 앞에서 나대서 욕먹는다면 불교는 뒤에서 욕먹을 짓 하면서 이미지 정치질 하는 거 좀 역겨운데.,0,0,0,0,0,0,1,0,0,0,unsmile_train
"도태된거슨,,,자신들이란걸,,,모르고 츳츳",0,0,0,0,0,0,0,0,1,0,unsmile_train
멋잇는거같기도..(먼산),0,0,0,0,0,0,0,0,0,1,unsmile_train
에이즈양성축제노? ㅋㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0,unsmile_train
세계경제포럼이랑 오이시디순위라우왜이리차이나노?,0,0,0,0,0,0,0,0,0,1,unsmile_train
저련 인간은 가운 ××잘라서 들개들 조야혀,0,0,0,0,0,0,0,0,1,0,unsmile_train
초ㅈ농영상은 언제올라왔대?,0,0,0,0,0,0,0,0,0,1,unsmile_train
"너 영화꿘이노???? 나 탈조 계획중인 고급식인데 영화직업으로도 탈조하고 영주권받기 가능하노?? 나 진짜 너무 궁금하노,,,,,",0,0,0,0,0,0,0,0,0,1,unsmile_train
PC가 해냈다!,0,0,0,0,0,0,0,0,0,1,unsmile_train
그만 좀 질척..,0,0,0,0,0,0,0,0,1,0,unsmile_train
요즘 말마다 애미뒤진 붙히는것도 뵈기싫은데..진짜 저게 유쾌한거냐..?,0,0,0,0,0,0,0,0,0,1,unsmile_train
어디서 자지주제에 여자를 넘보노 ㅋㅋㅋㅋㅋㅋ 꿈도 크노,0,1,0,0,0,0,0,0,0,0,unsmile_train
여자들 다 자업자득이지 꽥꽥 대봐야 넷상이고 현실은 쭈구리,1,0,0,0,0,0,0,0,0,0,unsmile_train
